"module_id","module_name","layer","internal_steps","question_id","category","question","spec_files","dependencies","libraries","required_evidence","future_product_gates"
"CORE-13","검토 실행 상태·작업 조정·취소·감사","core","STEP-02 STEP-03 STEP-04 STEP-05 STEP-06","CORE-13-C05","verification","사람 판정 변경은 종료 후 사유와 함께만 허용하고 machineStatus·before/after audit·summary·item.resolved를 유지하는가?","specs/01-state-api.md | contracts/types.ts | contracts/examples/03-run-sse.json | specs/07-data-algorithms-concurrency.md | contracts/efficiency-inventory.json","CORE-02 CORE-15","Node.js: Map·Set·FIFO ModelQueue·AbortController | React: UI event reducer 소비; 시각 컴포넌트 책임과 분리","review.test.mjs·app.test.mjs의 resolve와 export 감사 검증","G02 G09 G12 G14"
"CORE-14","원문 근거 연결과 하이라이트 무결성","core","STEP-03 STEP-06","CORE-14-C01","contract","원본 document/page/sheet/cell/quote, criterion evidence와 review-item evidence, PDF text anchor와 결과 ID의 연결을 구별하는가?","specs/03-algorithms.md | specs/04-ui-motion.md | specs/05-dashboard-exports.md | specs/07-data-algorithms-concurrency.md | contracts/efficiency-inventory.json | specs/08-rebuild-coverage-geometry.md | contracts/rebuild-extensions.ts","CORE-12 CORE-09","pdfjs-dist: lock 6.3.289 (declared ^6.2.108); PDF 실제 text item과 원문 렌더 좌표 | Node.js/JavaScript: pure evidence projection·file scope 검증","source-highlights 인터페이스 및 contracts/types.ts의 Evidence/Highlight 구조","G05 G07 G10 G11 G12 G14"
"CORE-14","원문 근거 연결과 하이라이트 무결성","core","STEP-03 STEP-06","CORE-14-C02","behavior","선택 파일의 모든 항목을 한 번에 표시하며 필터 변경이 다른 항목 근거를 삭제하지 않고 파일 전환이 다른 문서의 근거를 섞지 않는가?","specs/03-algorithms.md | specs/04-ui-motion.md | specs/05-dashboard-exports.md | specs/07-data-algorithms-concurrency.md | contracts/efficiency-inventory.json | specs/08-rebuild-coverage-geometry.md | contracts/rebuild-extensions.ts","CORE-12 CORE-09","pdfjs-dist: lock 6.3.289 (declared ^6.2.108); PDF 실제 text item과 원문 렌더 좌표 | Node.js/JavaScript: pure evidence projection·file scope 검증","file-review-model.test.mjs·dashboard-file-scope.test.mjs·source-highlights.test.mjs","G05 G07 G10 G11 G12 G14"
"CORE-14","원문 근거 연결과 하이라이트 무결성","core","STEP-03 STEP-06","CORE-14-C03","states","현재 missing 전처리의 적용 조건과 contextual evidence 보호 범위를 명시하고 dashboard projection 필드 손실 예외 및 기준 클릭의 실제 label/rule/unit cell 보충 경계를 구별하는가?","specs/03-algorithms.md | specs/04-ui-motion.md | specs/05-dashboard-exports.md | specs/07-data-algorithms-concurrency.md | contracts/efficiency-inventory.json | specs/08-rebuild-coverage-geometry.md | contracts/rebuild-extensions.ts","CORE-12 CORE-09","pdfjs-dist: lock 6.3.289 (declared ^6.2.108); PDF 실제 text item과 원문 렌더 좌표 | Node.js/JavaScript: pure evidence projection·file scope 검증","item-source-highlights.test.mjs·criterion-preview-evidence.test.mjs의 누락/항목명 표시 사례","G05 G07 G10 G11 G12 G14"
"CORE-14","원문 근거 연결과 하이라이트 무결성","core","STEP-03 STEP-06","CORE-14-C04","failure","표 좌표·quote와 PDF witness의 현재 검증/미검증 경계, clip·fallback 및 누락 필드 보호의 한계를 명시하고 OPTIONAL_FUTURE 차단 규칙과 구분하는가?","specs/03-algorithms.md | specs/04-ui-motion.md | specs/05-dashboard-exports.md | specs/07-data-algorithms-concurrency.md | contracts/efficiency-inventory.json | specs/08-rebuild-coverage-geometry.md | contracts/rebuild-extensions.ts","CORE-12 CORE-09","pdfjs-dist: lock 6.3.289 (declared ^6.2.108); PDF 실제 text item과 원문 렌더 좌표 | Node.js/JavaScript: pure evidence projection·file scope 검증","source-highlights.test.mjs의 header-only·duplicate text·wrong-page 음성 사례","G05 G07 G10 G11 G12 G14"
"CORE-14","원문 근거 연결과 하이라이트 무결성","core","STEP-03 STEP-06","CORE-14-C05","verification","iframe 근거 메시지를 source window·opaque origin·channel·type·preview token·itemId 허용 목록으로 검사하고, 원본 파일을 다운로드 HTML에 포함하지 않는가?","specs/03-algorithms.md | specs/04-ui-motion.md | specs/05-dashboard-exports.md | specs/07-data-algorithms-concurrency.md | contracts/efficiency-inventory.json | specs/08-rebuild-coverage-geometry.md | contracts/rebuild-extensions.ts","CORE-12 CORE-09","pdfjs-dist: lock 6.3.289 (declared ^6.2.108); PDF 실제 text item과 원문 렌더 좌표 | Node.js/JavaScript: pure evidence projection·file scope 검증","dashboard-bridge.test.mjs·dashboard-file-scope.test.mjs와 export 안내 수용 기준","G05 G07 G10 G11 G12 G14"
"CORE-14","원문 근거 연결과 하이라이트 무결성","core","STEP-03 STEP-06","CORE-14-C06","independent-audit","scan/image/회전/2-up의 현재 text-layer-only viewer와 bbox 없는 DTO·페이지/근거 chip fallback을 재현하고 OPTIONAL_FUTURE geometry 확장과 구별하는가?","specs/03-algorithms.md | specs/04-ui-motion.md | specs/05-dashboard-exports.md | specs/07-data-algorithms-concurrency.md | contracts/efficiency-inventory.json | specs/08-rebuild-coverage-geometry.md | contracts/rebuild-extensions.ts","CORE-12 CORE-09","pdfjs-dist: lock 6.3.289 (declared ^6.2.108); PDF 실제 text item과 원문 렌더 좌표 | Node.js/JavaScript: pure evidence projection·file scope 검증","CURRENT_REPRODUCTION 원본 계약과 OPTIONAL_FUTURE 구분; 독립 질문별 의견과 현재 입력 SHA256. 실제 gate는 미실행을 통과로 세지 않음.","G05 G07 G10 G11 G12 G14"
"CORE-15","실제 작업 이벤트·인과 handoff·동시성","core","STEP-02 STEP-05 STEP-06","CORE-15-C01","contract","taskId/runId/contextId/documentId/parentTaskId/runtime/step/status/sequence와 handoff from/to를 정의하고 비밀키·명령 출력 길이를 정제하는가?","specs/01-state-api.md | specs/02-backend-pipeline.md | specs/04-ui-motion.md | contracts/examples/04-activity-snapshot.json | specs/07-data-algorithms-concurrency.md | contracts/efficiency-inventory.json","CORE-01","Node.js: Map·Set listener registry·FIFO pool·AbortSignal·SSE | JavaScript: handoff animation queue는 실제 event를 재생","activity schema, command-progress.test.mjs와 activity.test.mjs","G03 G09 G10 G13 G14"
"CORE-15","실제 작업 이벤트·인과 handoff·동시성","core","STEP-02 STEP-05 STEP-06","CORE-15-C02","behavior","Gemini와 E2B 각각 process-wide 동시2·대기100 FIFO 제한, ReviewEngine ModelQueue2, 문서 retained 명령1의 서로 다른 역할을 명시하는가?","specs/01-state-api.md | specs/02-backend-pipeline.md | specs/04-ui-motion.md | contracts/examples/04-activity-snapshot.json | specs/07-data-algorithms-concurrency.md | contracts/efficiency-inventory.json","CORE-01","Node.js: Map·Set listener registry·FIFO pool·AbortSignal·SSE | JavaScript: handoff animation queue는 실제 event를 재생","TaskPool 구성표와 integrations/test/concurrency.test.mjs·server/task-pool.test.mjs","G03 G09 G10 G13 G14"
"CORE-15","실제 작업 이벤트·인과 handoff·동시성","core","STEP-02 STEP-05 STEP-06","CORE-15-C03","states","queued/running/completed/failed/cancelled·대기 중 abort·늦은 완료·observer 재연결과 snapshot replay 순서가 명시되는가?","specs/01-state-api.md | specs/02-backend-pipeline.md | specs/04-ui-motion.md | contracts/examples/04-activity-snapshot.json | specs/07-data-algorithms-concurrency.md | contracts/efficiency-inventory.json","CORE-01","Node.js: Map·Set listener registry·FIFO pool·AbortSignal·SSE | JavaScript: handoff animation queue는 실제 event를 재생","activity-observer.test.mjs·activity.test.mjs·task-pool.test.mjs","G03 G09 G10 G13 G14"
"CORE-15","실제 작업 이벤트·인과 handoff·동시성","core","STEP-02 STEP-05 STEP-06","CORE-15-C04","failure","설치가 조용한 동안 heartbeat를 실제 진행률/가짜 내부 추론으로 표현하지 않으며 command timeout·로그 중복·다른 run 작업 섞임을 방지하는가?","specs/01-state-api.md | specs/02-backend-pipeline.md | specs/04-ui-motion.md | contracts/examples/04-activity-snapshot.json | specs/07-data-algorithms-concurrency.md | contracts/efficiency-inventory.json","CORE-01","Node.js: Map·Set listener registry·FIFO pool·AbortSignal·SSE | JavaScript: handoff animation queue는 실제 event를 재생","command-progress.test.mjs·activity-scope.test.mjs·review-activity.test.mjs","G03 G09 G10 G13 G14"
"CORE-15","실제 작업 이벤트·인과 handoff·동시성","core","STEP-02 STEP-05 STEP-06","CORE-15-C05","verification","빠른 실제 handoff를 UI 재생 큐에서 읽기 가능한 순서로 보이되 작업 완료 후 접힘과 reduced-motion이 상태를 바꾸지 않는가?","specs/01-state-api.md | specs/02-backend-pipeline.md | specs/04-ui-motion.md | contracts/examples/04-activity-snapshot.json | specs/07-data-algorithms-concurrency.md | contracts/efficiency-inventory.json","CORE-01","Node.js: Map·Set listener registry·FIFO pool·AbortSignal·SSE | JavaScript: handoff animation queue는 실제 event를 재생","handoff-queue.test.mjs·activity-observer.test.mjs와 UI 모션 수용 기준","G03 G09 G10 G13 G14"
"CORE-15","실제 작업 이벤트·인과 handoff·동시성","core","STEP-02 STEP-05 STEP-06","CORE-15-X01","independent-audit","문서로그의 입력앞20000자→정제→앞1500자와 command tailbuffer의 잘림방향을 구별하는가?","specs/01-state-api.md | specs/02-backend-pipeline.md | specs/04-ui-motion.md | contracts/examples/04-activity-snapshot.json | specs/07-data-algorithms-concurrency.md | contracts/efficiency-inventory.json","CORE-01","Node.js: Map·Set listener registry·FIFO pool·AbortSignal·SSE | JavaScript: handoff animation queue는 실제 event를 재생","CURRENT_REPRODUCTION 원본 계약과 OPTIONAL_FUTURE 구분; 독립 질문별 의견과 현재 입력 SHA256. 실제 gate는 미실행을 통과로 세지 않음.","G03 G09 G10 G13 G14"
"CORE-16","결과 내보내기·검토대장 복사본 기입·예제 카탈로그","core","STEP-01 STEP-04 STEP-06","CORE-16-C01","contract","JSON/CSV/XLSX 결과 필드, XLSX 4시트, 최종/원판정/사람 사유/근거와 export 허용 run 상태를 지정하는가?","specs/01-state-api.md | specs/05a-ledger-export.md | specs/05-dashboard-exports.md | contracts/examples/05-ledger-analyze.json | specs/07-data-algorithms-concurrency.md | contracts/efficiency-inventory.json | contracts/sample-recipes.json","CORE-03 CORE-12 CORE-13","exceljs: 4.4.0; 결과 XLSX와 대장 탐색 | jszip: lock 3.10.2; 대장 OOXML 최소 패치 | Node.js: digest fingerprint·allowlist path·CSV escaping","app.mjs exportRows/headings 대응 및 app.test.mjs export 검증","G06 G07 G11 G14"
"CORE-16","결과 내보내기·검토대장 복사본 기입·예제 카탈로그","core","STEP-01 STEP-04 STEP-06","CORE-16-C02","behavior","대장 매핑은 사용자가 지정한 성적서번호와 실제 header/row를 확인하고 원본 대신 복사본의 허용된 결과·비고 셀만 쓰는가?","specs/01-state-api.md | specs/05a-ledger-export.md | specs/05-dashboard-exports.md | contracts/examples/05-ledger-analyze.json | specs/07-data-algorithms-concurrency.md | contracts/efficiency-inventory.json | contracts/sample-recipes.json","CORE-03 CORE-12 CORE-13","exceljs: 4.4.0; 결과 XLSX와 대장 탐색 | jszip: lock 3.10.2; 대장 OOXML 최소 패치 | Node.js: digest fingerprint·allowlist path·CSV escaping","05a-ledger-export 셀 매핑/보존 계약 및 ledger.test.mjs ZIP-entry 비교","G06 G07 G11 G14"
"CORE-16","결과 내보내기·검토대장 복사본 기입·예제 카탈로그","core","STEP-01 STEP-04 STEP-06","CORE-16-C03","states","대장 analyze → 제안/대상 셀 확인 → confirmed export이며 결과 변경 시 proposalFingerprint mismatch 409로 재확인을 요구하는가?","specs/01-state-api.md | specs/05a-ledger-export.md | specs/05-dashboard-exports.md | contracts/examples/05-ledger-analyze.json | specs/07-data-algorithms-concurrency.md | contracts/efficiency-inventory.json | contracts/sample-recipes.json","CORE-03 CORE-12 CORE-13","exceljs: 4.4.0; 결과 XLSX와 대장 탐색 | jszip: lock 3.10.2; 대장 OOXML 최소 패치 | Node.js: digest fingerprint·allowlist path·CSV escaping","contracts/examples/05-ledger-analyze.json 및 ledger.test.mjs 상태 사례","G06 G07 G11 G14"
"CORE-16","결과 내보내기·검토대장 복사본 기입·예제 카탈로그","core","STEP-01 STEP-04 STEP-06","CORE-16-C04","failure","CSV formula injection, 대장 수식/기존 셀 구조 훼손, 경로 traversal/부적절한 sample 경로를 거절하고 파일 부분 실패를 성공으로 쓰지 않는가?","specs/01-state-api.md | specs/05a-ledger-export.md | specs/05-dashboard-exports.md | contracts/examples/05-ledger-analyze.json | specs/07-data-algorithms-concurrency.md | contracts/efficiency-inventory.json | contracts/sample-recipes.json","CORE-03 CORE-12 CORE-13","exceljs: 4.4.0; 결과 XLSX와 대장 탐색 | jszip: lock 3.10.2; 대장 OOXML 최소 패치 | Node.js: digest fingerprint·allowlist path·CSV escaping","app.test.mjs·ledger.test.mjs·golden-catalog.test.mjs의 공격·불완전 검토 사례","G06 G07 G11 G14"
"CORE-16","결과 내보내기·검토대장 복사본 기입·예제 카탈로그","core","STEP-01 STEP-04 STEP-06","CORE-16-C05","verification","golden은 UI 예제 원본 선택, ralph-golden-v3는 직접 업로드/검증용이라는 현재 범위를 구별하고 정답·파일명 패턴을 판정 알고리즘에 주입하지 않는가?","specs/01-state-api.md | specs/05a-ledger-export.md | specs/05-dashboard-exports.md | contracts/examples/05-ledger-analyze.json | specs/07-data-algorithms-concurrency.md | contracts/efficiency-inventory.json | contracts/sample-recipes.json","CORE-03 CORE-12 CORE-13","exceljs: 4.4.0; 결과 XLSX와 대장 탐색 | jszip: lock 3.10.2; 대장 OOXML 최소 패치 | Node.js: digest fingerprint·allowlist path·CSV escaping","golden-catalog source allowlist, fixture provenance 표와 generalization 검증 계획","G06 G07 G11 G14"
"CORE-16","결과 내보내기·검토대장 복사본 기입·예제 카탈로그","core","STEP-01 STEP-04 STEP-06","CORE-16-C06","independent-audit","/api/samples expenses/materials의 실제 파일·역할·내용·criteriaText와 생성/오류 규칙을 동일하게 재현할 수 있는가?","specs/01-state-api.md | specs/05a-ledger-export.md | specs/05-dashboard-exports.md | contracts/examples/05-ledger-analyze.json | specs/07-data-algorithms-concurrency.md | contracts/efficiency-inventory.json | contracts/sample-recipes.json","CORE-03 CORE-12 CORE-13","exceljs: 4.4.0; 결과 XLSX와 대장 탐색 | jszip: lock 3.10.2; 대장 OOXML 최소 패치 | Node.js: digest fingerprint·allowlist path·CSV escaping","CURRENT_REPRODUCTION 원본 계약과 OPTIONAL_FUTURE 구분; 독립 질문별 의견과 현재 입력 SHA256. 실제 gate는 미실행을 통과로 세지 않음.","G06 G07 G11 G14"
"CORE-17","대시보드 의미 설계·사용자 취향·수정 루프","core","STEP-06","CORE-17-C01","contract","snapshotRun의 immutable 검토 데이터와 14-field design, instruction/baseDesign/ready job 계약을 분리하고 기존 7-field 입력의 기본값을 정의하는가?","specs/05-dashboard-exports.md | contracts/dashboard-design.schema.json | contracts/dashboard-design.default.json | contracts/dashboard-examples.json | prompts/dashboard-system.md | prompts/dashboard-loop.md | specs/07-data-algorithms-concurrency.md | contracts/efficiency-inventory.json","CORE-13 CORE-01 CORE-15 CORE-18","@google/genai: 2.23.0; 제한된 presentation plan 생성 | e2b: 2.51.0; 검증 진단을 같은 세션에서 feedback | express: dashboard job API","dashboard-design.schema/default/examples와 dashboard-plan.test.mjs","G09 G11 G14"
"CORE-17","대시보드 의미 설계·사용자 취향·수정 루프","core","STEP-06","CORE-17-C02","behavior","14개 디자인 필드의 정규식 선호 후처리와 baseDesign 기본값/전달을 재현하며 미요청 필드 보존과 자연어 scope 해석의 현재 한계를 명시하는가?","specs/05-dashboard-exports.md | contracts/dashboard-design.schema.json | contracts/dashboard-design.default.json | contracts/dashboard-examples.json | prompts/dashboard-system.md | prompts/dashboard-loop.md | specs/07-data-algorithms-concurrency.md | contracts/efficiency-inventory.json","CORE-13 CORE-01 CORE-15 CORE-18","@google/genai: 2.23.0; 제한된 presentation plan 생성 | e2b: 2.51.0; 검증 진단을 같은 세션에서 feedback | express: dashboard job API","dashboard-plan.test.mjs의 복합/부정문/비문자적 표현/baseDesign 사례","G09 G11 G14"
"CORE-17","대시보드 의미 설계·사용자 취향·수정 루프","core","STEP-06","CORE-17-C03","states","현재 최대 3회 plan 호출·같은 sandbox/설치 1회·fallback·취소·정리를 재현하고 OPTIONAL_FUTURE planner/judge/repair와 구별하는가?","specs/05-dashboard-exports.md | contracts/dashboard-design.schema.json | contracts/dashboard-design.default.json | contracts/dashboard-examples.json | prompts/dashboard-system.md | prompts/dashboard-loop.md | specs/07-data-algorithms-concurrency.md | contracts/efficiency-inventory.json","CORE-13 CORE-01 CORE-15 CORE-18","@google/genai: 2.23.0; 제한된 presentation plan 생성 | e2b: 2.51.0; 검증 진단을 같은 세션에서 feedback | express: dashboard job API","dashboard.test.mjs의 generate loop와 job 상태 전이 표","G09 G11 G14"
"CORE-17","대시보드 의미 설계·사용자 취향·수정 루프","core","STEP-06","CORE-17-C04","failure","모델이 수치·판정을 바꾸거나 HTML/JS/CSS를 공급하지 못하며 잘못된 enum/baseDesign/지나친 입력을 거절하고 fallback을 맞춤 성공으로 표기하지 않는가?","specs/05-dashboard-exports.md | contracts/dashboard-design.schema.json | contracts/dashboard-design.default.json | contracts/dashboard-examples.json | prompts/dashboard-system.md | prompts/dashboard-loop.md | specs/07-data-algorithms-concurrency.md | contracts/efficiency-inventory.json","CORE-13 CORE-01 CORE-15 CORE-18","@google/genai: 2.23.0; 제한된 presentation plan 생성 | e2b: 2.51.0; 검증 진단을 같은 세션에서 feedback | express: dashboard job API","parseDashboardPlan allowlist·route validation·fallback 표시 예시","G09 G11 G14"
"CORE-17","대시보드 의미 설계·사용자 취향·수정 루프","core","STEP-06","CORE-17-C05","verification","복합/부분 수정/비문자적 표현에 대한 현재 observed 계획값과 렌더 결과를 OPTIONAL_FUTURE desired 값과 구분해 독립 검증할 수 있는가?","specs/05-dashboard-exports.md | contracts/dashboard-design.schema.json | contracts/dashboard-design.default.json | contracts/dashboard-examples.json | prompts/dashboard-system.md | prompts/dashboard-loop.md | specs/07-data-algorithms-concurrency.md | contracts/efficiency-inventory.json","CORE-13 CORE-01 CORE-15 CORE-18","@google/genai: 2.23.0; 제한된 presentation plan 생성 | e2b: 2.51.0; 검증 진단을 같은 세션에서 feedback | express: dashboard job API","contracts/dashboard-examples.json과 dashboard-plan.test.mjs·dashboard.test.mjs; 실제 서비스 검증은 별도 evidence","G09 G11 G14"
"CORE-18","신뢰 대시보드 렌더러·오프라인 차트·검증","core","STEP-06","CORE-18-C01","contract","design → data-* root attrs/CSS variables/chart config/standalone HTML 출력과 chart runtime mount/update/destroy 계약을 지정하는가?","specs/05-dashboard-exports.md | contracts/dashboard-design.schema.json | validation/dashboard-dom-validator.cjs | ui/library-effects.csv | specs/07-data-algorithms-concurrency.md | contracts/efficiency-inventory.json","CORE-12","React: lock 19.3.0; 신뢰된 차트 컴포넌트 bundle | react-dom: lock 19.3.0; createRoot/flushSync·차트 mount/update/destroy | react-chartjs-2: 5.3.1; Doughnut/Pie/Bar/PolarArea | chart.js: 4.5.1; canvas chart registration·tooltip·animation | esbuild: 0.28.2; 오프라인 runtime bundle | jsdom: 26.1.0; E2B DOM/data 검증, 픽셀 QA와 별도","dashboard-fallback.test.mjs·dashboard-plan-validation.test.mjs와 design-to-render 표","G09 G11 G12 G13 G14"
"CORE-18","신뢰 대시보드 렌더러·오프라인 차트·검증","core","STEP-06","CORE-18-C02","behavior","차트의 실제 모양·크기·theme 축/tooltip·범례·선택 파일·필터·항목 상세가 변경되며 전체 수치와 item ID는 snapshot과 동일한가?","specs/05-dashboard-exports.md | contracts/dashboard-design.schema.json | validation/dashboard-dom-validator.cjs | ui/library-effects.csv | specs/07-data-algorithms-concurrency.md | contracts/efficiency-inventory.json","CORE-12","React: lock 19.3.0; 신뢰된 차트 컴포넌트 bundle | react-dom: lock 19.3.0; createRoot/flushSync·차트 mount/update/destroy | react-chartjs-2: 5.3.1; Doughnut/Pie/Bar/PolarArea | chart.js: 4.5.1; canvas chart registration·tooltip·animation | esbuild: 0.28.2; 오프라인 runtime bundle | jsdom: 26.1.0; E2B DOM/data 검증, 픽셀 QA와 별도","11 validation checks 및 dashboard-fallback.test.mjs·dashboard-plan-validation.test.mjs","G09 G11 G12 G13 G14"
"CORE-18","신뢰 대시보드 렌더러·오프라인 차트·검증","core","STEP-06","CORE-18-C03","states","initial file/filter/focus, 차트 강조 중 상세 열기/닫기 배분, prefers-reduced-motion과 design.motion, 재mount 정리를 구분하는가?","specs/05-dashboard-exports.md | contracts/dashboard-design.schema.json | validation/dashboard-dom-validator.cjs | ui/library-effects.csv | specs/07-data-algorithms-concurrency.md | contracts/efficiency-inventory.json","CORE-12","React: lock 19.3.0; 신뢰된 차트 컴포넌트 bundle | react-dom: lock 19.3.0; createRoot/flushSync·차트 mount/update/destroy | react-chartjs-2: 5.3.1; Doughnut/Pie/Bar/PolarArea | chart.js: 4.5.1; canvas chart registration·tooltip·animation | esbuild: 0.28.2; 오프라인 runtime bundle | jsdom: 26.1.0; E2B DOM/data 검증, 픽셀 QA와 별도","렌더 상태 표와 차트/상세 수용 화면·검증 사례","G09 G11 G12 G13 G14"
"CORE-18","신뢰 대시보드 렌더러·오프라인 차트·검증","core","STEP-06","CORE-18-C04","failure","CSP nonce·escaping·외부 네트워크 차단·iframe sandbox/bridge를 명시하고 샌드박스 exit 0만으로 승인하지 않고 bytes/report를 대조하는가?","specs/05-dashboard-exports.md | contracts/dashboard-design.schema.json | validation/dashboard-dom-validator.cjs | ui/library-effects.csv | specs/07-data-algorithms-concurrency.md | contracts/efficiency-inventory.json","CORE-12","React: lock 19.3.0; 신뢰된 차트 컴포넌트 bundle | react-dom: lock 19.3.0; createRoot/flushSync·차트 mount/update/destroy | react-chartjs-2: 5.3.1; Doughnut/Pie/Bar/PolarArea | chart.js: 4.5.1; canvas chart registration·tooltip·animation | esbuild: 0.28.2; 오프라인 runtime bundle | jsdom: 26.1.0; E2B DOM/data 검증, 픽셀 QA와 별도","dashboard-plan-validation.test.mjs·dashboard.test.mjs의 악성 문구·오프라인·tamper 사례","G09 G11 G12 G13 G14"
"CORE-18","신뢰 대시보드 렌더러·오프라인 차트·검증","core","STEP-06","CORE-18-C05","verification","검증 11종 input/syntax/csp/offline/kpis/charts/files/findings/filters/details/escaping과 실제 브라우저 geometry/visibility 검증이 별개임을 명시하는가?","specs/05-dashboard-exports.md | contracts/dashboard-design.schema.json | validation/dashboard-dom-validator.cjs | ui/library-effects.csv | specs/07-data-algorithms-concurrency.md | contracts/efficiency-inventory.json","CORE-12","React: lock 19.3.0; 신뢰된 차트 컴포넌트 bundle | react-dom: lock 19.3.0; createRoot/flushSync·차트 mount/update/destroy | react-chartjs-2: 5.3.1; Doughnut/Pie/Bar/PolarArea | chart.js: 4.5.1; canvas chart registration·tooltip·animation | esbuild: 0.28.2; 오프라인 runtime bundle | jsdom: 26.1.0; E2B DOM/data 검증, 픽셀 QA와 별도","validation report schema 및 1600/1280/390px 화면에서 overflow·detail visibility·canvas 종류 수용 기준","G09 G11 G12 G13 G14"
"CORE-19","자료구조·알고리즘·비동기 자원 효율 계약","core","STEP-00 STEP-01 STEP-02 STEP-03 STEP-04 STEP-05 STEP-06","CORE-19-C01","contract","원문/run/분석 Promise/물리 sandbox/기준 셀/활동/dashboard/UI 캐시의 key·owner·수명·상한·무효화를 명시하고 FIFO를 LRU로 오표기하지 않는가?","specs/07-data-algorithms-concurrency.md | contracts/efficiency-inventory.json","CORE-01 CORE-03 CORE-04 CORE-05 CORE-08 CORE-12 CORE-13 CORE-15 CORE-18 UI-01 UI-09 UI-10 UI-11 UI-15","Node.js: Map/Set/WeakMap/AbortSignal/crypto 및 제한된 비동기 풀 | React: lock 19.3.0; lazy/useMemo/효과 정리 | pdfjs-dist: lock 6.3.289; 문서·render task 수명 | openpyxl: 3.1.5; 저장된 셀 기반 workbook 탐색","07 §§7.2,7.7; efficiency-inventory ES01..22","G02 G03 G04 G05 G10 G11 G13 G14"
"CORE-19","자료구조·알고리즘·비동기 자원 효율 계약","core","STEP-00 STEP-01 STEP-02 STEP-03 STEP-04 STEP-05 STEP-06","CORE-19-C02","algorithm","sparse inventory, 두 방향 역할 탐색, coverage sweep, 기준 dedup·매칭·누락 판정의 단계와 시간/공간 가정을 명시하고 중첩 스캔·파서 비용을 선형으로 과장하지 않는가?","specs/07-data-algorithms-concurrency.md | contracts/efficiency-inventory.json","CORE-01 CORE-03 CORE-04 CORE-05 CORE-08 CORE-12 CORE-13 CORE-15 CORE-18 UI-01 UI-09 UI-10 UI-11 UI-15","Node.js: Map/Set/WeakMap/AbortSignal/crypto 및 제한된 비동기 풀 | React: lock 19.3.0; lazy/useMemo/효과 정리 | pdfjs-dist: lock 6.3.289; 문서·render task 수명 | openpyxl: 3.1.5; 저장된 셀 기반 workbook 탐색","07 §§7.1,7.3,7.4; EA01..07; 합성 EF05..10","G02 G03 G04 G05 G10 G11 G13 G14"
"CORE-19","자료구조·알고리즘·비동기 자원 효율 계약","core","STEP-00 STEP-01 STEP-02 STEP-03 STEP-04 STEP-05 STEP-06","CORE-19-C03","concurrency","전역 LLM/E2B 풀·엔진 큐·문서 worker·로컬 재조회 큐의 정확한 cap과 실행/취소/cleanup 순서, 같은 sandbox 재사용 경계 및 중첩 슬롯 교착 방지를 지정하는가?","specs/07-data-algorithms-concurrency.md | contracts/efficiency-inventory.json","CORE-01 CORE-03 CORE-04 CORE-05 CORE-08 CORE-12 CORE-13 CORE-15 CORE-18 UI-01 UI-09 UI-10 UI-11 UI-15","Node.js: Map/Set/WeakMap/AbortSignal/crypto 및 제한된 비동기 풀 | React: lock 19.3.0; lazy/useMemo/효과 정리 | pdfjs-dist: lock 6.3.289; 문서·render task 수명 | openpyxl: 3.1.5; 저장된 셀 기반 workbook 탐색","07 §§7.5–7.6; EC01..05; EF01..04","G02 G03 G04 G05 G10 G11 G13 G14"
"CORE-19","자료구조·알고리즘·비동기 자원 효율 계약","core","STEP-00 STEP-01 STEP-02 STEP-03 STEP-04 STEP-05 STEP-06","CORE-19-C04","events","로그 폭주·SSE 순서·재접속·늦은 응답·핑퐁 큐·PDF/iframe 수명과 화면용 생략의 상한을 명시하며 없는 batching/backpressure/visibility pause를 구현됐다고 주장하지 않는가?","specs/07-data-algorithms-concurrency.md | contracts/efficiency-inventory.json","CORE-01 CORE-03 CORE-04 CORE-05 CORE-08 CORE-12 CORE-13 CORE-15 CORE-18 UI-01 UI-09 UI-10 UI-11 UI-15","Node.js: Map/Set/WeakMap/AbortSignal/crypto 및 제한된 비동기 풀 | React: lock 19.3.0; lazy/useMemo/효과 정리 | pdfjs-dist: lock 6.3.289; 문서·render task 수명 | openpyxl: 3.1.5; 저장된 셀 기반 workbook 탐색","07 §7.7; EC06..10; EF11..14/16","G02 G03 G04 G05 G10 G11 G13 G14"
"CORE-19","자료구조·알고리즘·비동기 자원 효율 계약","core","STEP-00 STEP-01 STEP-02 STEP-03 STEP-04 STEP-05 STEP-06","CORE-19-C05","verification","byte/문자/cell/page/시간/token 상한 및 stop/partial 의미가 재현 가능하고 성능 계측과 음성 시험 조건을 정해 실제 측정 없는 FPS/처리시간·완료 증거를 주장하지 않는가?","specs/07-data-algorithms-concurrency.md | contracts/efficiency-inventory.json","CORE-01 CORE-03 CORE-04 CORE-05 CORE-08 CORE-12 CORE-13 CORE-15 CORE-18 UI-01 UI-09 UI-10 UI-11 UI-15","Node.js: Map/Set/WeakMap/AbortSignal/crypto 및 제한된 비동기 풀 | React: lock 19.3.0; lazy/useMemo/효과 정리 | pdfjs-dist: lock 6.3.289; 문서·render task 수명 | openpyxl: 3.1.5; 저장된 셀 기반 workbook 탐색","07 §§7.8–7.10; EL01..35; EF01..16; knownLimitations","G02 G03 G04 G05 G10 G11 G13 G14"
